api;json;status;result
https://dsvc-api.taxcom.ru/v1/organization/property/massaddress;"{""id"": ""4398""}";True;"{""status"": ""0"", ""amount"": null}"
https://dsvc-api.taxcom.ru/v1/address/relation/on_address;"{""paging"": {""item"": 0, ""rows"": 3}, ""id"": ""4398""}";True;"{""status"": ""NONE""}"
https://dsvc-api.taxcom.ru/v1/company/model-list;"{""paging"": {""item"": 0, ""rows"": 3}, ""filters"": {""inn"": ""3803100054""}}";True;"{""paging"": {""item"": 0, ""rows"": 1, ""count"": 1}, ""items"": [{""id"": ""22410743"", ""opfId"": 0, ""fullName"": ""ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО \""РУСАЛ БРАТСКИЙ АЛЮМИНИЕВЫЙ ЗАВОД\"""", ""shortName"": ""ПАО \""РУСАЛ БРАТСК\"""", ""inn"": ""3803100054"", ""kpp"": ""380401001"", ""ogrn"": ""1023800836377"", ""address"": ""ОБЛАСТЬ ИРКУТСКАЯ, ГОРОД БРАТСК"", ""addressId"": """", ""regionCode"": ""38"", ""regionName"": ""ИРКУТСКАЯ"", ""leaders"": ""ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО \""РУСАЛ ГЛОБАЛ МЕНЕДЖМЕНТ Б.В.\"" (PRIVATE LIMITED LIABILITY COMPANY \""RUSAL GLOBAL MANAGEMENT B.V.\""); ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО \""РУСАЛ ГЛОБАЛ МЕНЕДЖМЕНТ Б.В. \"" (PRIVATE LIMITED LIABILITY COMPANY \""RUSAL GLOBAL MANAGEMENT B.V.\""; ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО \""РУСАЛ ГЛОБАЛ МЕНЕДЖМЕНТ Б.В. \"""", ""founders"": null, ""status"": null, ""statusGroup"": ""0"", ""okvedCode"": ""24.42   "", ""okvedName"": ""Производство алюминия"", ""okvedGroup"": ""3""}]}"
https://dsvc-api.taxcom.ru/v1/company/search;"{""paging"": {""item"": 0, ""rows"": 3}, ""query"": ""такском""}";True;"{""paging"":{""item"":0,""rows"":3,""count"":6},""items"":[{""id"":{""value"":""6046323""},""opfId"":{""value"":0},""fullName"":{""value"":""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""ТАКСКОМ\"""",""highlights"":[{""from"":42,""to"":49}]},""shortName"":{""value"":""ООО \""ТАКСКОМ\""""},""inn"":{""value"":""7704211201""},""kpp"":{""value"":""770401001""},""ogrn"":{""value"":""1027700071530""},""address"":{""value"":""119034, ГОРОД МОСКВА, ПЕРЕУЛОК БАРЫКОВСКИЙ, 4, СТР.2""},""addressId"":{""value"":""111111""},""regionCode"":{""value"":""77""},""regionName"":{""value"":""Москва""},""leaders"":{""value"":""ПУШКИН СЕРГЕЙ АЛЕКСАНДРОВИЧ""},""founders"":{""value"":""ХАЗОВА ОЛЬГА ИВАНОВНА; ЦАРЕВ НИКОЛАЙ ВЛАДИМИРОВИЧ; ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""БЕЛТОН\""; ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""ДИДЖИТЕСТ\""""},""status"":{""value"":null},""statusGroup"":{""value"":""0""},""okvedCode"":{""value"":""62.01   ""},""okvedName"":{""value"":""Разработка компьютерного программного обеспечения""},""okvedGroup"":{""value"":""10""}},{""id"":{""value"":""22594117""},""opfId"":{""value"":0},""fullName"":{""value"":""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""ТАКСКОМ\"""",""highlights"":[{""from"":42,""to"":49}]},""shortName"":{""value"":""ООО \""ТАКСКОМ\""""},""inn"":{""value"":""7701865397""},""kpp"":{""value"":""771801001""},""ogrn"":{""value"":""1107746077768""},""address"":{""value"":""107076, ГОРОД МОСКВА, УЛИЦА АТАРБЕКОВА, 4, ЭТАЖ 4; КОМНАТА №2""},""addressId"":{""value"":""111111""},""regionCode"":{""value"":""77""},""regionName"":{""value"":""Москва""},""leaders"":{""value"":""МИХЕЕВ СЕРГЕЙ НИКОЛАЕВИЧ""},""founders"":{""value"":""МИХЕЕВ СЕРГЕЙ НИКОЛАЕВИЧ""},""status"":{""value"":""407""},""statusGroup"":{""value"":""2""},""okvedCode"":{""value"":""46.77   ""},""okvedName"":{""value"":""Торговля оптовая отходами и ломом""},""okvedGroup"":{""value"":""7""}},{""id"":{""value"":""17841378""},""opfId"":{""value"":0},""fullName"":{""value"":""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""ТАКСКОМ\"""",""highlights"":[{""from"":42,""to"":49}]},""shortName"":{""value"":""ООО \""ТАКСКОМ\""""},""inn"":{""value"":""7810802196""},""kpp"":{""value"":""781001001""},""ogrn"":{""value"":""1107847321647""},""address"":{""value"":""196210, ГОРОД САНКТ-ПЕТЕРБУРГ, УЛИЦА ПИЛОТОВ, ДОМ 26, КОРПУС 1 ЛИТ А, ПОМЕЩЕНИЕ 3Н""},""addressId"":{""value"":""111111""},""regionCode"":{""value"":""78""},""regionName"":{""value"":""Санкт-Петербург""},""leaders"":{""value"":""КОЙВАНЕН РИММА МИХАЙЛОВНА""},""founders"":{""value"":""КОЙВАНЕН РИММА МИХАЙЛОВНА""},""status"":{""value"":null},""statusGroup"":{""value"":""0""},""okvedCode"":{""value"":""46.32   ""},""okvedName"":{""value"":""Торговля оптовая мясом и мясными продуктами""},""okvedGroup"":{""value"":""7""}}]}"
https://dsvc-api.taxcom.ru/v1/disqualified/model-list;"{""paging"": {""item"": 0, ""rows"": 3}, ""filters"": {""lastname"": ""ФЕДОРОВА"", ""firstname"": ""ИРИНА""}}";True;"{""status"": ""NONE""}"
https://dsvc-api.taxcom.ru/v1/disqualifiedperson/model-list;"{""paging"": {""item"": 0, ""rows"": 3}, ""filters"": {""inn"": ""7720753667""}}";True;"{""paging"": {""item"": 0, ""rows"": 3, ""count"": 1}, ""items"": [{""name"": ""ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ \""АВАНТАЖ\"""", ""ogrn"": ""1127746463833"", ""inn"": ""7720753667"", ""kpp"": ""772001001"", ""address"": ""111558,МОСКВА ГОРОД,,,,ФЕДЕРАТИВНЫЙ ПРОСПЕКТ,35,,ПОМЕЩЕНИЕ 46 КОМНАТ""}]}"
https://dsvc-api.taxcom.ru/v1/entrepreneur/model;"{""id"": ""20547105""}";True;"{""id"":""20547105"",""person_id"":""11123898"",""lastName"":""ИВАНОВ"",""firstName"":""ПЁТР"",""middleName"":""ГЕННАДЬЕВИЧ"",""lastNameLat"":null,""firstNameLat"":null,""middleNameLat"":null,""inn"":""641901324491"",""ogrn"":""309645115600038"",""regDate"":""2009-06-05T00:00:00.000Z"",""endDate"":""2010-04-06T00:00:00.000Z"",""statusCode"":""201"",""statusName"":""Индивидуальный предприниматель прекратил деятельность в связи с принятием им соответствующего решения"",""statusGroup"":""2"",""email"":null}"
https://dsvc-api.taxcom.ru/v1/entrepreneur/property/rsmp;"{""id"": ""20547105""}";True;"{""status"": ""3""}"
